date,hour,hospital_id,department,medicine_name,medicine_category,quantity_used,stock_remaining,patient_count,emergency_cases,opd_cases,avg_wait_time_minutes,day_of_week,is_weekend,season,outbreak_period
2023-01-04,12,H003,Pediatrics,Ibuprofen,fever,120,610,111,10,101,45,2,0,winter,0
2023-01-04,22,H005,Diabetes,Glipizide,diabetic,57,366,66,7,59,24,2,0,winter,0
2023-01-04,19,H010,Pediatrics,Paracetamol,fever,134,496,141,15,126,43,2,0,winter,0
2023-01-04,7,H001,Cardiology,Aspirin,cardiac,33,501,32,2,30,32,2,0,winter,0
2023-01-04,14,H008,Pediatrics,Paracetamol,fever,109,744,90,7,83,36,2,0,winter,0
2023-01-04,5,H003,General,Ibuprofen,fever,78,619,71,6,65,25,2,0,winter,0
2023-01-05,14,H007,General,Paracetamol,fever,81,650,89,8,81,38,3,0,winter,0
2023-01-05,5,H004,ICU,Azithromycin,antibiotic,69,725,59,6,53,33,3,0,winter,0
2023-01-05,2,H010,Cardiology,Aspirin,cardiac,71,502,58,5,53,34,3,0,winter,0
2023-01-05,9,H007,Respiratory,Montelukast,respiratory,77,217,82,8,74,41,3,0,winter,0
2023-01-05,10,H003,ER,Cephalexin,antibiotic,65,756,60,5,55,39,3,0,winter,0
2023-01-05,20,H009,Respiratory,Montelukast,respiratory,123,700,115,10,105,33,3,0,winter,0
2023-01-05,11,H003,Diabetes,Glipizide,diabetic,49,922,53,5,48,28,3,0,winter,0
2023-01-05,16,H005,Pediatrics,Paracetamol,fever,43,456,35,3,32,33,3,0,winter,0
2023-01-05,21,H006,Pediatrics,Paracetamol,fever,36,395,24,2,22,24,3,0,winter,0
2023-01-05,7,H010,Cardiology,Atorvastatin,cardiac,68,573,64,7,57,30,3,0,winter,0
2023-01-05,1,H006,Pediatrics,Ibuprofen,fever,25,431,21,2,19,30,3,0,winter,0
2023-01-05,13,H003,Respiratory,Montelukast,respiratory,43,167,25,2,23,30,3,0,winter,0
2023-01-05,12,H004,ICU,Amoxicillin,antibiotic,109,570,97,11,86,26,3,0,winter,0
2023-01-05,1,H005,ER,Azithromycin,antibiotic,75,194,73,6,67,25,3,0,winter,0
2023-01-05,14,H009,Respiratory,Albuterol,respiratory,49,823,36,3,33,24,3,0,winter,0
2023-01-05,15,H010,ICU,Azithromycin,antibiotic,55,780,47,4,43,19,3,0,winter,0
2023-01-05,10,H006,ICU,Azithromycin,antibiotic,86,537,85,10,75,24,3,0,winter,0
2023-01-05,13,H003,ICU,Cephalexin,antibiotic,104,819,88,9,79,35,3,0,winter,0
2023-01-06,3,H008,Diabetes,Glipizide,diabetic,78,205,64,5,59,34,4,0,winter,0
2023-01-06,3,H003,Pediatrics,Paracetamol,fever,63,547,48,4,44,32,4,0,winter,0
2023-01-06,6,H010,ER,Amoxicillin,antibiotic,50,442,60,5,55,40,4,0,winter,0
2023-01-06,3,H002,Cardiology,Aspirin,cardiac,55,622,59,4,55,20,4,0,winter,0
2023-01-06,2,H003,Respiratory,Salbutamol,respiratory,34,133,31,2,29,32,4,0,winter,0
2023-01-06,20,H010,General,Paracetamol,fever,125,352,129,12,117,36,4,0,winter,0
2023-01-06,14,H007,ER,Cephalexin,antibiotic,85,259,95,10,85,42,4,0,winter,0
2023-01-06,19,H006,Respiratory,Salbutamol,respiratory,125,440,129,12,117,43,4,0,winter,0
2023-01-07,21,H006,Pediatrics,Ibuprofen,fever,35,360,27,3,24,12,5,1,winter,0
2023-01-07,20,H003,General,Paracetamol,fever,46,526,56,6,50,23,5,1,winter,0
2023-01-07,17,H009,Cardiology,Atorvastatin,cardiac,86,288,79,8,71,29,5,1,winter,0
2023-01-07,1,H004,Respiratory,Salbutamol,respiratory,47,436,42,4,38,19,5,1,winter,0
2023-01-07,17,H005,General,Paracetamol,fever,49,305,36,3,33,31,5,1,winter,0
2023-01-07,14,H005,ICU,Cephalexin,antibiotic,15,612,21,2,19,28,5,1,winter,0
2023-01-07,19,H008,Pediatrics,Ibuprofen,fever,83,769,81,6,75,20,5,1,winter,0
2023-01-07,17,H008,ICU,Amoxicillin,antibiotic,47,572,42,3,39,27,5,1,winter,0
2023-01-07,9,H005,Pediatrics,Paracetamol,fever,90,366,94,9,85,33,5,1,winter,0
2023-01-07,15,H009,Diabetes,Glipizide,diabetic,55,577,43,4,39,32,5,1,winter,0
2023-01-07,17,H010,General,Ibuprofen,fever,24,328,23,2,21,13,5,1,winter,0
2023-01-07,11,H004,Pediatrics,Paracetamol,fever,94,853,87,9,78,28,5,1,winter,0
2023-01-07,6,H006,Respiratory,Montelukast,respiratory,18,422,18,1,17,11,5,1,winter,0
2023-01-07,18,H006,Cardiology,Atorvastatin,cardiac,85,875,66,6,60,20,5,1,winter,0
2023-01-07,11,H006,General,Ibuprofen,fever,55,401,37,4,33,19,5,1,winter,0
2023-01-07,14,H003,General,Ibuprofen,fever,47,572,45,4,41,19,5,1,winter,0
2023-01-08,12,H002,Pediatrics,Ibuprofen,fever,29,213,32,3,29,21,6,1,winter,0
2023-01-08,10,H009,Respiratory,Salbutamol,respiratory,60,640,67,5,62,28,6,1,winter,0
2023-01-08,19,H010,Cardiology,Aspirin,cardiac,25,440,28,3,25,18,6,1,winter,0
2023-01-08,2,H009,Cardiology,Metoprolol,cardiac,40,248,44,4,40,17,6,1,winter,0
2023-01-08,6,H009,Diabetes,Metformin,diabetic,50,527,35,3,32,15,6,1,winter,0
2023-01-08,18,H006,Cardiology,Aspirin,cardiac,61,814,48,4,44,29,6,1,winter,0
2023-01-08,15,H010,Cardiology,Aspirin,cardiac,37,465,25,2,23,16,6,1,winter,0
2023-01-08,22,H010,General,Paracetamol,fever,37,291,36,3,33,32,6,1,winter,0
2023-01-08,9,H007,Pediatrics,Ibuprofen,fever,82,446,64,5,59,35,6,1,winter,0
2023-01-08,13,H003,Cardiology,Aspirin,cardiac,33,655,23,2,21,19,6,1,winter,0
2023-01-08,18,H002,ICU,Azithromycin,antibiotic,47,258,49,5,44,32,6,1,winter,0
2023-01-08,23,H001,Cardiology,Aspirin,cardiac,54,653,40,4,36,17,6,1,winter,0
2023-01-08,5,H006,General,Paracetamol,fever,5,396,12,1,11,13,6,1,winter,0
2023-01-08,21,H007,Cardiology,Aspirin,cardiac,69,508,55,5,50,16,6,1,winter,0
2023-01-08,5,H002,Cardiology,Metoprolol,cardiac,38,584,33,3,30,20,6,1,winter,0
2023-01-08,6,H001,Diabetes,Insulin,diabetic,21,897,24,1,23,26,6,1,winter,0
2023-01-08,22,H007,General,Ibuprofen,fever,42,608,42,4,38,26,6,1,winter,0
2023-01-08,2,H001,Diabetes,Metformin,diabetic,34,918,32,3,29,18,6,1,winter,0
2023-01-08,17,H001,ER,Cephalexin,antibiotic,79,754,69,7,62,21,6,1,winter,0
2023-01-09,2,H004,Pediatrics,Ibuprofen,fever,75,778,63,5,58,40,0,0,winter,0
2023-01-09,19,H009,ER,Amoxicillin,antibiotic,118,430,117,9,108,40,0,0,winter,0
2023-01-09,22,H006,Pediatrics,Paracetamol,fever,67,341,51,4,47,27,0,0,winter,0
2023-01-09,5,H002,Pediatrics,Paracetamol,fever,44,169,40,4,36,26,0,0,winter,0
2023-01-09,17,H010,Diabetes,Insulin,diabetic,90,245,98,9,89,40,0,0,winter,0
2023-01-09,5,H010,ER,Amoxicillin,antibiotic,40,402,37,4,33,34,0,0,winter,0
2023-01-09,7,H007,Respiratory,Montelukast,respiratory,80,137,82,7,75,29,0,0,winter,0
2023-01-09,2,H003,Respiratory,Albuterol,respiratory,43,90,28,2,26,35,0,0,winter,0
2023-01-09,17,H006,General,Ibuprofen,fever,84,312,82,8,74,39,0,0,winter,0
2023-01-09,2,H008,Respiratory,Montelukast,respiratory,88,575,72,8,64,22,0,0,winter,0
2023-01-10,13,H007,ICU,Cephalexin,antibiotic,104,577,90,9,81,42,1,0,winter,0
2023-01-10,18,H004,Respiratory,Salbutamol,respiratory,119,353,112,9,103,41,1,0,winter,0
2023-01-10,16,H001,Respiratory,Salbutamol,respiratory,97,234,78,6,72,24,1,0,winter,0
2023-01-10,8,H005,ER,Azithromycin,antibiotic,139,471,144,12,132,47,1,0,winter,0
2023-01-10,5,H010,Pediatrics,Ibuprofen,fever,49,358,43,4,39,32,1,0,winter,0
2023-01-10,16,H007,Diabetes,Metformin,diabetic,76,1076,57,6,51,38,1,0,winter,0
2023-01-10,17,H001,Cardiology,Aspirin,cardiac,89,564,77,8,69,30,1,0,winter,0
2023-01-10,22,H006,Respiratory,Albuterol,respiratory,53,369,46,5,41,19,1,0,winter,0
2023-01-10,7,H003,ICU,Amoxicillin,antibiotic,30,789,32,3,29,19,1,0,winter,0
2023-01-10,15,H001,General,Paracetamol,fever,84,440,93,10,83,30,1,0,winter,0
2023-01-10,19,H009,Respiratory,Salbutamol,respiratory,76,564,71,8,63,26,1,0,winter,0
2023-01-10,9,H002,Pediatrics,Ibuprofen,fever,90,79,79,8,71,39,1,0,winter,0
2023-01-11,8,H002,General,Paracetamol,fever,33,749,34,3,31,24,2,0,winter,0
2023-01-11,3,H002,ER,Azithromycin,antibiotic,67,206,67,6,61,21,2,0,winter,0
2023-01-11,18,H001,ICU,Azithromycin,antibiotic,135,784,122,12,110,38,2,0,winter,0
2023-01-11,12,H005,Respiratory,Salbutamol,respiratory,85,168,79,6,73,22,2,0,winter,0
2023-01-11,1,H003,Pediatrics,Paracetamol,fever,44,503,52,5,47,26,2,0,winter,0
2023-01-11,3,H002,Respiratory,Salbutamol,respiratory,31,293,32,3,29,19,2,0,winter,0
2023-01-11,12,H001,Pediatrics,Paracetamol,fever,52,301,50,5,45,23,2,0,winter,0
2023-01-11,19,H006,Respiratory,Salbutamol,respiratory,44,325,36,3,33,23,2,0,winter,0
2023-01-11,3,H010,Cardiology,Aspirin,cardiac,23,503,22,2,20,23,2,0,winter,0
2023-01-11,5,H004,Diabetes,Insulin,diabetic,49,211,48,5,43,34,2,0,winter,0
2023-01-11,0,H002,Pediatrics,Ibuprofen,fever,37,42,34,3,31,33,2,0,winter,0
2023-01-12,4,H005,Pediatrics,Paracetamol,fever,23,413,25,2,23,21,3,0,winter,0
2023-01-12,23,H008,General,Ibuprofen,fever,37,605,24,2,22,23,3,0,winter,0
2023-01-12,11,H006,Respiratory,Salbutamol,respiratory,83,242,77,8,69,27,3,0,winter,0
2023-01-12,21,H006,ER,Amoxicillin,antibiotic,57,277,44,3,41,38,3,0,winter,0
2023-01-12,20,H005,Cardiology,Atorvastatin,cardiac,73,532,72,7,65,31,3,0,winter,0
2023-01-12,5,H001,ER,Azithromycin,antibiotic,20,684,22,2,20,28,3,0,winter,0
2023-01-12,3,H003,ICU,Cephalexin,antibiotic,61,728,54,5,49,23,3,0,winter,0
2023-01-12,11,H007,Respiratory,Albuterol,respiratory,102,754,103,9,94,33,3,0,winter,0
2023-01-12,7,H001,ER,Amoxicillin,antibiotic,50,704,51,5,46,27,3,0,winter,0
2023-01-12,17,H006,Diabetes,Metformin,diabetic,50,220,53,5,48,38,3,0,winter,0
2023-01-12,12,H007,ICU,Azithromycin,antibiotic,58,519,67,7,60,31,3,0,winter,0
2023-01-12,8,H004,ER,Azithromycin,antibiotic,93,702,76,7,69,37,3,0,winter,0
2023-01-12,23,H009,Cardiology,Atorvastatin,cardiac,29,219,24,2,22,34,3,0,winter,0
2023-01-12,16,H001,ICU,Azithromycin,antibiotic,97,687,84,9,75,42,3,0,winter,0
2023-01-12,19,H005,Pediatrics,Paracetamol,fever,101,436,84,9,75,36,3,0,winter,0
2023-01-12,9,H003,ER,Amoxicillin,antibiotic,69,179,63,5,58,32,3,0,winter,0
2023-01-12,23,H005,ER,Cephalexin,antibiotic,31,440,22,1,21,32,3,0,winter,0
2023-01-12,5,H010,Diabetes,Glipizide,diabetic,34,831,31,2,29,26,3,0,winter,0
2023-01-12,7,H003,Pediatrics,Ibuprofen,fever,14,489,23,2,21,35,3,0,winter,0
2023-01-12,12,H010,Cardiology,Aspirin,cardiac,76,427,61,6,55,32,3,0,winter,0
2023-01-12,21,H003,Cardiology,Aspirin,cardiac,35,620,29,3,26,17,3,0,winter,0
2023-01-13,11,H001,Cardiology,Metoprolol,cardiac,82,482,80,9,71,38,4,0,winter,0
2023-01-13,22,H003,Respiratory,Montelukast,respiratory,55,351,53,5,48,28,4,0,winter,0
2023-01-13,22,H002,Cardiology,Aspirin,cardiac,23,561,25,2,23,19,4,0,winter,0
2023-01-13,14,H003,ER,Cephalexin,antibiotic,66,260,67,6,61,39,4,0,winter,0
2023-01-13,15,H007,ER,Amoxicillin,antibiotic,92,307,96,9,87,24,4,0,winter,0
2023-01-13,11,H005,ICU,Amoxicillin,antibiotic,37,575,43,4,39,21,4,0,winter,0
2023-01-13,15,H007,Diabetes,Glipizide,diabetic,70,1006,56,6,50,29,4,0,winter,0
2023-01-13,23,H002,Pediatrics,Ibuprofen,fever,30,12,26,2,24,19,4,0,winter,0
2023-01-13,17,H002,General,Ibuprofen,fever,50,699,56,5,51,21,4,0,winter,0
2023-01-13,21,H009,Diabetes,Metformin,diabetic,51,398,35,3,32,25,4,0,winter,0
2023-01-13,21,H003,ER,Cephalexin,antibiotic,47,132,37,3,34,19,4,0,winter,0
2023-01-13,3,H002,ER,Azithromycin,antibiotic,59,147,51,5,46,29,4,0,winter,0
2023-01-13,21,H003,General,Ibuprofen,fever,56,486,46,4,42,30,4,0,winter,0
2023-01-13,22,H002,ICU,Azithromycin,antibiotic,54,374,47,4,43,20,4,0,winter,0
2023-01-13,9,H009,Cardiology,Atorvastatin,cardiac,135,84,120,13,107,36,4,0,winter,0
2023-01-13,14,H007,Respiratory,Salbutamol,respiratory,68,686,66,5,61,40,4,0,winter,0
2023-01-14,10,H008,ICU,Azithromycin,antibiotic,78,192,83,8,75,27,5,1,winter,0
2023-01-14,20,H005,Pediatrics,Ibuprofen,fever,89,324,92,9,83,22,5,1,winter,0
2023-01-14,9,H006,Pediatrics,Ibuprofen,fever,87,254,96,10,86,33,5,1,winter,0
2023-01-14,16,H003,Diabetes,Insulin,diabetic,63,859,55,4,51,16,5,1,winter,0
2023-01-14,12,H003,ICU,Cephalexin,antibiotic,74,606,72,5,67,28,5,1,winter,0
2023-01-14,5,H005,ER,Cephalexin,antibiotic,50,390,48,4,44,14,5,1,winter,0
2023-01-14,15,H005,Cardiology,Metoprolol,cardiac,75,280,64,5,59,21,5,1,winter,0
2023-01-14,6,H005,ICU,Amoxicillin,antibiotic,19,556,21,2,19,28,5,1,winter,0
2023-01-14,19,H009,Respiratory,Montelukast,respiratory,67,805,74,7,67,35,5,1,winter,0
2023-01-14,12,H004,Cardiology,Metoprolol,cardiac,96,649,80,6,74,21,5,1,winter,0
2023-01-14,20,H007,Cardiology,Aspirin,cardiac,45,463,37,3,34,25,5,1,winter,0
2023-01-14,17,H001,Respiratory,Albuterol,respiratory,89,356,88,7,81,21,5,1,winter,0
2023-01-14,15,H007,ICU,Azithromycin,antibiotic,80,439,61,7,54,27,5,1,winter,0
2023-01-14,22,H009,Cardiology,Metoprolol,cardiac,14,70,10,1,9,25,5,1,winter,0
2023-01-14,21,H003,Respiratory,Albuterol,respiratory,64,287,52,5,47,20,5,1,winter,0
2023-01-14,9,H004,Diabetes,Metformin,diabetic,31,180,26,2,24,28,5,1,winter,0
2023-01-14,6,H010,ICU,Amoxicillin,antibiotic,36,744,20,1,19,17,5,1,winter,0
2023-01-15,0,H004,Pediatrics,Ibuprofen,fever,14,363,20,1,19,21,6,1,winter,0
2023-01-15,1,H007,Pediatrics,Paracetamol,fever,31,415,12,1,11,29,6,1,winter,0
2023-01-15,9,H007,ER,Azithromycin,antibiotic,65,242,46,5,41,20,6,1,winter,0
2023-01-15,11,H007,Cardiology,Aspirin,cardiac,35,428,26,2,24,27,6,1,winter,0
2023-01-15,13,H009,General,Paracetamol,fever,22,405,19,2,17,15,6,1,winter,0
2023-01-15,6,H010,Pediatrics,Paracetamol,fever,69,660,53,5,48,28,6,1,winter,0
2023-01-15,2,H008,Cardiology,Aspirin,cardiac,14,618,24,2,22,31,6,1,winter,0
2023-01-15,17,H009,General,Ibuprofen,fever,37,427,47,5,42,30,6,1,winter,0
2023-01-15,11,H009,Diabetes,Metformin,diabetic,38,360,30,2,28,16,6,1,winter,0
2023-01-15,11,H001,Diabetes,Metformin,diabetic,30,571,34,3,31,14,6,1,winter,0
2023-01-16,6,H005,ER,Cephalexin,antibiotic,62,328,71,7,64,41,0,0,winter,0
2023-01-16,16,H004,ICU,Cephalexin,antibiotic,78,360,88,9,79,42,0,0,winter,0
2023-01-16,10,H007,ICU,Amoxicillin,antibiotic,41,398,46,3,43,24,0,0,winter,0
2023-01-16,5,H007,Diabetes,Metformin,diabetic,60,946,55,5,50,37,0,0,winter,0
2023-01-16,12,H009,ICU,Amoxicillin,antibiotic,68,678,57,5,52,27,0,0,winter,0
2023-01-16,17,H006,ER,Amoxicillin,antibiotic,96,612,88,10,78,32,0,0,winter,0
2023-01-16,2,H001,Cardiology,Aspirin,cardiac,46,436,37,4,33,30,0,0,winter,0
2023-01-16,23,H008,Respiratory,Montelukast,respiratory,66,509,63,6,57,24,0,0,winter,0
2023-01-16,18,H009,General,Paracetamol,fever,66,339,74,8,66,24,0,0,winter,0
2023-01-16,23,H001,Pediatrics,Paracetamol,fever,27,497,18,1,17,32,0,0,winter,0
2023-01-16,10,H010,Respiratory,Montelukast,respiratory,143,140,130,11,119,39,0,0,winter,0
2023-01-17,17,H005,ER,Azithromycin,antibiotic,80,248,71,5,66,26,1,0,winter,0
2023-01-17,5,H010,Respiratory,Montelukast,respiratory,55,0,65,7,58,28,1,0,winter,0
2023-01-17,9,H009,Pediatrics,Ibuprofen,fever,88,660,86,7,79,42,1,0,winter,0
2023-01-17,12,H003,Cardiology,Metoprolol,cardiac,147,473,136,13,123,29,1,0,winter,0
2023-01-17,4,H008,Pediatrics,Paracetamol,fever,75,661,59,6,53,28,1,0,winter,0
2023-01-17,9,H001,Pediatrics,Ibuprofen,fever,125,372,130,10,120,30,1,0,winter,0
2023-01-17,13,H006,Cardiology,Atorvastatin,cardiac,96,718,81,8,73,35,1,0,winter,0
2023-01-17,11,H010,Respiratory,Montelukast,respiratory,99,41,83,7,76,37,1,0,winter,0
2023-01-17,21,H006,Diabetes,Glipizide,diabetic,57,315,50,4,46,33,1,0,winter,0
2023-01-17,1,H010,Diabetes,Insulin,diabetic,57,774,50,5,45,29,1,0,winter,0
2023-01-17,6,H003,General,Paracetamol,fever,14,472,22,2,20,36,1,0,winter,0
2023-01-17,5,H001,Diabetes,Glipizide,diabetic,61,510,58,4,54,30,1,0,winter,0
2023-01-17,18,H006,Diabetes,Metformin,diabetic,102,372,102,10,92,44,1,0,winter,0
2023-01-17,5,H010,Pediatrics,Paracetamol,fever,39,621,24,2,22,31,1,0,winter,0
2023-01-17,20,H005,Pediatrics,Ibuprofen,fever,118,206,102,10,92,37,1,0,winter,0
2023-01-17,15,H002,Pediatrics,Paracetamol,fever,106,774,87,7,80,24,1,0,winter,0
2023-01-17,20,H002,Respiratory,Albuterol,respiratory,101,192,97,8,89,33,1,0,winter,0
2023-01-17,5,H005,ICU,Cephalexin,antibiotic,62,494,59,7,52,24,1,0,winter,0
2023-01-18,3,H004,ER,Amoxicillin,antibiotic,48,654,43,4,39,21,2,0,winter,0
2023-01-18,6,H007,General,Ibuprofen,fever,73,581,69,6,63,36,2,0,winter,0
2023-01-18,9,H005,General,Paracetamol,fever,49,365,50,5,45,28,2,0,winter,0
2023-01-18,23,H010,Diabetes,Insulin,diabetic,29,745,24,2,22,20,2,0,winter,0
2023-01-18,20,H001,General,Paracetamol,fever,142,298,130,11,119,41,2,0,winter,0
2023-01-18,14,H006,Pediatrics,Ibuprofen,fever,102,152,87,9,78,37,2,0,winter,0
2023-01-19,15,H010,Pediatrics,Ibuprofen,fever,67,690,55,4,51,23,3,0,winter,0
2023-01-19,5,H005,Respiratory,Montelukast,respiratory,86,239,71,6,65,24,3,0,winter,0
2023-01-19,13,H002,ER,Amoxicillin,antibiotic,45,537,32,2,30,27,3,0,winter,0
2023-01-19,12,H004,ICU,Cephalexin,antibiotic,92,268,101,11,90,33,3,0,winter,0
2023-01-19,11,H003,Respiratory,Albuterol,respiratory,98,462,83,7,76,31,3,0,winter,0
2023-01-19,11,H008,Cardiology,Atorvastatin,cardiac,41,577,43,5,38,31,3,0,winter,0
2023-01-19,15,H009,ICU,Cephalexin,antibiotic,28,650,33,3,30,27,3,0,winter,0
2023-01-19,21,H007,Pediatrics,Paracetamol,fever,51,249,53,5,48,38,3,0,winter,0
2023-01-19,9,H001,Diabetes,Insulin,diabetic,52,458,45,4,41,22,3,0,winter,0
2023-01-19,6,H002,Cardiology,Aspirin,cardiac,38,267,32,2,30,22,3,0,winter,0
2023-01-19,6,H001,General,Ibuprofen,fever,68,230,70,7,63,40,3,0,winter,0
2023-01-19,17,H004,Cardiology,Aspirin,cardiac,137,512,127,12,115,28,3,0,winter,0
2023-01-19,0,H009,ER,Cephalexin,antibiotic,22,408,20,1,19,27,3,0,winter,0
2023-01-19,14,H002,Respiratory,Salbutamol,respiratory,50,142,32,3,29,32,3,0,winter,0
2023-01-20,14,H007,General,Paracetamol,fever,89,492,81,9,72,24,4,0,winter,0
2023-01-20,23,H001,General,Ibuprofen,fever,33,374,36,3,33,36,4,0,winter,0
2023-01-20,2,H007,ER,Azithromycin,antibiotic,62,180,64,5,59,30,4,0,winter,0
2023-01-20,8,H002,Cardiology,Aspirin,cardiac,49,218,36,3,33,33,4,0,winter,0
2023-01-20,2,H009,ICU,Amoxicillin,antibiotic,86,564,74,8,66,27,4,0,winter,0
2023-01-20,9,H006,General,Paracetamol,fever,143,614,135,12,123,44,4,0,winter,0
2023-01-20,18,H003,Respiratory,Albuterol,respiratory,86,376,76,6,70,34,4,0,winter,0
2023-01-20,2,H009,Cardiology,Aspirin,cardiac,21,782,31,3,28,22,4,0,winter,0
2023-01-20,0,H010,Diabetes,Glipizide,diabetic,44,701,38,3,35,19,4,0,winter,0
2023-01-20,4,H005,ICU,Azithromycin,antibiotic,34,919,34,3,31,18,4,0,winter,0
2023-01-20,22,H001,Pediatrics,Ibuprofen,fever,22,350,28,2,26,24,4,0,winter,0
2023-01-20,18,H008,ER,Cephalexin,antibiotic,118,776,128,14,114,35,4,0,winter,0
2023-01-20,14,H008,ER,Amoxicillin,antibiotic,24,894,30,3,27,36,4,0,winter,0
2023-01-20,11,H008,Cardiology,Atorvastatin,cardiac,72,505,72,6,66,39,4,0,winter,0
2023-01-20,16,H006,General,Ibuprofen,fever,100,757,104,11,93,35,4,0,winter,0
